"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2017-09-01,"rum","flavored rum",297569.42,446644,33203,31360.31
2017-09-01,"rum","gold rum",53401.56,80251.14,6801,7713.63
2017-09-01,"brandy","imported brandies",437682.44,638794.16,38872,14922.36
2017-09-01,"liqueur","imported cordials & liqueur",1892.24,3212.19,133,99.05
2017-09-01,"liqueur","imported cordials & liqueurs",329820.57,488844.66,25052,18255.92
2017-09-01,"other","imported distilled spirit specialty",58897.04,86722.74,11528,11046.85
2017-09-01,"gin","imported dry gins",192987.67,289654.67,12576,11846.83
2017-09-01,"vodka","imported flavored vodka",282671.06,435586.54,25174,17924.8
2017-09-01,"schnapps","imported schnapps",242435.14,363138.76,21283,19422.43
2017-09-01,"vodka","imported vodka",4170.24,6255.36,288,504
2017-09-01,"vodka","imported vodkas",1007343.85,1518854.94,76984,91961.41
2017-09-01,"other","iowa distilleries",12230.5,18518.63,530,397.5
2017-09-01,"whiskey","irish whiskies",306224.96,447159.82,17717,15130.86
2017-09-01,"other","mezcal",4614.78,6922.17,282,211.5
2017-09-01,"tequila","mixto tequila",377232.32,544652.02,43311,36030.88
2017-09-01,"other","neutral grain spirits",30850.62,46199.26,3505,2628.75
2017-09-01,"other","neutral grain spirits flavored",7565.26,11330.64,657,492.75
2017-09-01,"whiskey","scotch whiskies",255979.37,387218.93,16839,19211.44
2017-09-01,"whiskey","single barrel bourbon whiskies",18650.82,28261.57,957,729.45
2017-09-01,"whiskey","single malt scotch",158261.84,234667.17,5666,4211.32
2017-09-01,"other","special order items",50366.32,75622.97,3317,3486.17
2017-09-01,"rum","spiced rum",1228266.96,1842166.78,116040,118834.65
2017-09-01,"whiskey","straight bourbon whiskies",896105.07,1334754.41,73898,66639.56
2017-09-01,"whiskey","straight rye whiskies",127562.97,190909.07,7093,5361.75
2017-09-01,"other","temporary & specialty packages",73371.05,109741.93,7292,5273.32
2017-09-01,"whiskey","tennessee whiskies",748221.5,1122317.23,47171,38673.46
2017-09-01,"other","triple sec",32826.09,49250.21,12139,11900.25
2017-09-01,"whiskey","whiskey liqueur",853268.31,1281776.56,86359,75794.51
2017-09-01,"rum","white rum",310502.62,465792.47,41549,45199.68
2017-09-01,"unknown",NA,40101.35,60601.46,1659,1630.37
2017-10-01,"tequila","100% agave tequila",559595.21,840105.11,32282,23629.8
2017-10-01,"rum","aged dark rum",33156.68,48617.68,2957,2858.75
2017-10-01,"brandy","american brandies",295437.08,457413.69,66287,36400.18
2017-10-01,"liqueur","american cordials & liqueur",202840.97,310611.58,95841,23051.9
2017-10-01,"liqueur","american cordials & liqueurs",411.6,617.52,72,54
2017-10-01,"other","american distilled spirit specialty",16469.62,25264.63,2060,1347.37
2017-10-01,"other","american distilled spirits specialty",120,180,6,4.5
2017-10-01,"gin","american dry gins",178540.77,278199.11,38658,29067.7
2017-10-01,"vodka","american flavored vodka",535282.02,820394.05,86008,58366.51
2017-10-01,"schnapps","american schnapps",287266.35,439046.3,45843,40604.25
2017-10-01,"gin","american sloe gins",1409.2,2032.5,260,260
2017-10-01,"vodka","american vodkas",2550530.66,3885387.65,445710,420937.58
2017-10-01,"whiskey","blended whiskies",470726.01,725480.6,73797,66601.64
2017-10-01,"whiskey","bottled in bond bourbon",4723.72,7527.78,419,314.93
2017-10-01,"whiskey","canadian whiskies",2715080.45,4111928.49,266503,280767.68
2017-10-01,"cocktail","cocktails / rtd",143.58,761.8,31,31
2017-10-01,"cocktail","cocktails /rtd",185368.49,284271.91,27186,39891.42
2017-10-01,"liqueur","coffee liqueurs",145525.69,217357.29,12176,10059.62
2017-10-01,"whiskey","corn whiskies",6564.34,9983.86,544,408
2017-10-01,"liqueur","cream liqueurs",456048.1,684970.03,37462,30879.77
2017-10-01,"gin","flavored gin",5357.94,7972.3,750,562.5
2017-10-01,"rum","flavored rum",362198.43,552621.25,40578,37152.71
2017-10-01,"rum","gold rum",78759.89,120955.09,9221,10698.35
2017-10-01,"other","holiday vap",1370.86,3036.74,98,73.5
2017-10-01,"brandy","imported brandies",536150.09,792767.5,47639,18839.58
2017-10-01,"liqueur","imported cordials & liqueur",791,1522.5,64,42.75
2017-10-01,"liqueur","imported cordials & liqueurs",421840.26,635521,30659,22910.03
2017-10-01,"other","imported distilled spirit specialty",73626.72,108758.11,15187,15080.35
2017-10-01,"other","imported distilled spirits specialty",473.34,1005.5,37,33.5
2017-10-01,"gin","imported dry gins",230249.12,351894.24,14646,13951.16
2017-10-01,"vodka","imported flavored vodka",377871.4,585344.41,32787,24248.7
2017-10-01,"schnapps","imported schnapps",277276.45,421948.61,23992,22202.07
2017-10-01,"vodka","imported vodka",8520.36,12780.6,588,1017
2017-10-01,"vodka","imported vodkas",967043.86,1478396.25,74981,77021.22
2017-10-01,"other","iowa distilleries",15385.5,23866.57,676,507
2017-10-01,"whiskey","iowa distillery whiskies",12573.72,18860.58,570,427.5
2017-10-01,"whiskey","irish whiskies",456418.94,673438.28,26237,22635.1
2017-10-01,"other","mezcal",3712.54,5833.92,230,172.5
2017-10-01,"tequila","mixto tequila",419726.98,613799.1,48477,40812.6
2017-10-01,"other","neutral grain spirits",48020.8,73893.22,5436,4077
2017-10-01,"other","neutral grain spirits flavored",9784.14,14727.96,860,645
2017-10-01,"whiskey","scotch whiskies",307555.38,469634.3,19567,21423.76
2017-10-01,"whiskey","single barrel bourbon whiskies",22757.46,33733.68,1128,846
2017-10-01,"whiskey","single malt scotch",271866.56,407860.86,9898,7653
2017-10-01,"other","special order items",88387.55,132842.28,7150,9530
2017-10-01,"rum","spiced rum",1405150.74,2139022.34,132559,135633.44
2017-10-01,"whiskey","straight bourbon whiskies",1279710.14,1939010.84,100205,88368.57
2017-10-01,"whiskey","straight rye whiskies",138078.05,209975.55,7693,5871.75
2017-10-01,"other","temporary & specialty packages",808251.19,1209250.97,64372,50265.28
2017-10-01,"whiskey","tennessee whiskies",1095664.44,1656909.04,69111,55919.73
2017-10-01,"other","triple sec",34878.22,53317.27,13019,12811.5
2017-10-01,"whiskey","whiskey liqueur",1020592.65,1547390.81,104284,90415.79
2017-10-01,"rum","white rum",391029.61,596054.22,49254,54804.31
2017-10-01,"unknown",NA,100951.56,155760.62,11389,9526.57
2017-11-01,"tequila","100% agave tequila",586710.7,870877.88,31621,22970.25
2017-11-01,"rum","aged dark rum",30843.69,45637.34,2728,2417
2017-11-01,"brandy","american brandies",333514.65,500106.03,72063,41260.04
2017-11-01,"liqueur","american cordials & liqueur",224385.29,336893.74,110307,26140.81
2017-11-01,"liqueur","american cordials & liqueurs",267.34,401.06,34,24
2017-11-01,"other","american distilled spirit specialty",14117.47,21155.74,1594,1116.76
2017-11-01,"other","american distilled spirits specialty",107.52,161.28,24,18
2017-11-01,"gin","american dry gins",178270.93,267685.38,36888,29352.93
2017-11-01,"vodka","american flavored vodka",429832.9,645219.03,62852,47502.19
2017-11-01,"schnapps","american schnapps",320365.83,480540.39,50922,45034.15
2017-11-01,"gin","american sloe gins",1485.08,2227.62,274,274
2017-11-01,"vodka","american vodka",330.68,578.64,37,27.75
2017-11-01,"vodka","american vodkas",2606614.46,3885108.91,424407,398670.99
2017-11-01,"whiskey","blended whiskies",482339.34,723742.65,75558,70648.64
2017-11-01,"whiskey","bottled in bond bourbon",7979.52,12202.2,643,482.25
2017-11-01,"whiskey","canadian whiskies",2034745.23,3049534.85,212294,195742.43
2017-11-01,"cocktail","cocktails /rtd",177445.9,266999.97,24813,37306.95
2017-11-01,"liqueur","coffee liqueurs",145832.11,214789.24,12551,10212.86
2017-11-01,"whiskey","corn whiskies",10658.29,16678.97,735,551.25
2017-11-01,"liqueur","cream liqueurs",545133.9,806918.68,44523,37745.52
2017-11-01,"gin","flavored gin",5062.2,7597.2,780,585
2017-11-01,"rum","flavored rum",297414.86,446602.86,33262,30395.73
2017-11-01,"rum","gold rum",67938.13,102100.21,8345,9270.21
2017-11-01,"brandy","imported brandies",705358.49,1030085.92,59536,25021.14
2017-11-01,"liqueur","imported cordials & liqueur",435.25,980.52,31,28.7
2017-11-01,"liqueur","imported cordials & liqueurs",442507.52,655491.76,31565,24096.41
2017-11-01,"other","imported distilled spirit specialty",55950.07,82017.54,11350,11247
2017-11-01,"gin","imported dry gins",238261.77,357581.65,14498,14915.99
2017-11-01,"vodka","imported flavored vodka",268353.97,413288.05,23438,17492.81
2017-11-01,"schnapps","imported schnapps",287383.28,430708.11,24937,22789.4
2017-11-01,"vodka","imported vodka",20851.2,31276.8,1440,2520
2017-11-01,"vodka","imported vodkas",797326.6,1204527.86,61057,62441.86
2017-11-01,"other","iowa distilleries",16946.75,25594.06,737,552.75
2017-11-01,"whiskey","iowa distillery whiskies",4997.52,7496.28,228,171
2017-11-01,"whiskey","irish whiskies",324529.5,475373.33,18734,16063.62
2017-11-01,"other","mezcal",3280.88,4807.32,190,142.5
2017-11-01,"tequila","mixto tequila",405233.7,586283.2,46851,38383
2017-11-01,"other","neutral grain spirits",55336.85,82866.44,6268,4701
2017-11-01,"other","neutral grain spirits flavored",9705.32,14557.98,846,634.5
2017-11-01,"whiskey","scotch whiskies",318288.85,483104.87,20264,22416.85
2017-11-01,"whiskey","single barrel bourbon whiskies",29936.07,44884.39,1455,1105
2017-11-01,"whiskey","single malt scotch",239580.36,356164.07,8344,6456.14
2017-11-01,"other","special order items",92088.17,135547.94,7421,8762.55
2017-11-01,"rum","spiced rum",1173630.1,1760464.89,117701,113487.73
2017-11-01,"whiskey","straight bourbon whiskies",1300762.04,1937439.71,103192,92179.96
2017-11-01,"whiskey","straight rye whiskies",141885.58,211654.72,8068,6219
2017-11-01,"other","temporary & specialty packages",174197.23,259877.52,12965,10864.15
2017-11-01,"whiskey","tennessee whiskies",744153.78,1116577.08,49283,38033
2017-11-01,"other","triple sec",36100.6,54168.83,13436,13234.25
2017-11-01,"whiskey","whiskey liqueur",908963.6,1361023.42,92254,80606.93
2017-11-01,"rum","white rum",345914.47,518875.89,46474,49881.74
2017-11-01,"unknown",NA,65789.9,98813.49,4227,4831.2
2017-12-01,"tequila","100% agave tequila",581876.39,860748.06,32118,23051.5
2017-12-01,"rum","aged dark rum",35313.83,51674.63,3034,2860.5
2017-12-01,"brandy","american brandies",340048.3,509462.68,73716,42354.21
2017-12-01,"liqueur","american cordials & liqueur",258202.7,387785.84,115516,30407.8
2017-12-01,"liqueur","american cordials & liqueurs",831.36,1247.04,96,72
2017-12-01,"other","american distilled spirit specialty",17119.37,25767.91,1865,1275.36
2017-12-01,"gin","american dry gins",213139.94,319644.29,39447,32844.58
2017-12-01,"vodka","american flavored vodka",574157.63,859426.51,91360,60527.12
2017-12-01,"schnapps","american schnapps",323181.49,484901.55,53580,46643.55
2017-12-01,"gin","american sloe gins",1631.42,2447.13,301,301
2017-12-01,"vodka","american vodka",216,324,12,9
2017-12-01,"vodka","american vodkas",2463647.81,3681286.47,427399,397450.67
2017-12-01,"whiskey","blended whiskies",523408.16,786090.32,78627,73338.09
2017-12-01,"whiskey","bottled in bond bourbon",6316.48,9210.33,573,425.25
2017-12-01,"whiskey","canadian whiskies",3092233.3,4626958.71,294660,302759.46
2017-12-01,"cocktail","cocktails /rtd",216259.77,321748.78,30971,46096.64
2017-12-01,"liqueur","coffee liqueurs",154216.5,228105.9,13250,10845.41
2017-12-01,"whiskey","corn whiskies",13303.07,20313.99,945,704.25
2017-12-01,"liqueur","cream liqueurs",849082.13,1249333.9,68159,60441.44
2017-12-01,"gin","flavored gin",4452.26,6681.46,626,469.5
2017-12-01,"rum","flavored rum",321917.32,483405.41,36473,33410.83
2017-12-01,"rum","gold rum",82366.55,123550.44,9998,10975.65
2017-12-01,"brandy","imported brandies",440871.41,643843.66,41655,15084.9
2017-12-01,"liqueur","imported cordials & liqueur",757.94,1136.94,20,16.5
2017-12-01,"liqueur","imported cordials & liqueurs",471077.62,699877.98,33677,25199.83
2017-12-01,"other","imported distilled spirit specialty",51653.41,75879.5,10219,10126.7
2017-12-01,"other","imported distilled spirits specialty",751.44,946.56,24,18
2017-12-01,"gin","imported dry gins",257250.79,385994.81,16253,15683.48
2017-12-01,"vodka","imported flavored vodka",330661.22,510678.51,28675,21103.84
2017-12-01,"schnapps","imported schnapps",297716.3,446107.11,26069,24078.98
2017-12-01,"vodka","imported vodka",29266.68,43900.02,2022,3532.5
2017-12-01,"vodka","imported vodkas",1037597.94,1563783.09,88671,75070.6
2017-12-01,"other","iowa distilleries",30464.5,46061.09,1330,997.5
2017-12-01,"whiskey","iowa distillery whiskies",4761.6,7142.4,240,180
2017-12-01,"whiskey","irish whiskies",447294.81,654511.42,25661,21814.99
2017-12-01,"other","mezcal",4808.82,7213.23,310,232.5
2017-12-01,"tequila","mixto tequila",419368.55,607243.97,47382,39267.03
2017-12-01,"other","neutral grain spirits",47449.5,71054.15,5382,4036.5
2017-12-01,"other","neutral grain spirits flavored",13321.36,19982.04,1163,872.25
2017-12-01,"whiskey","scotch whiskies",408752.85,616905.67,24462,25894.75
2017-12-01,"whiskey","single barrel bourbon whiskies",35348.91,53154.58,1739,1307.85
2017-12-01,"whiskey","single malt scotch",325800.33,482886.14,10966,8370.1
2017-12-01,"other","special order items",81338.02,121619.65,6687,8157.41
2017-12-01,"rum","spiced rum",1552170.64,2328306.56,146846,148501.73
2017-12-01,"whiskey","straight bourbon whiskies",1443138.33,2154398.31,110370,96479.42
2017-12-01,"whiskey","straight rye whiskies",228094.78,341065.07,12824,9721.5
2017-12-01,"other","temporary & specialty packages",259964.97,385042.17,15075,14112.36
2017-12-01,"whiskey","tennessee whiskies",1049829.58,1574347.4,66242,53698.34
2017-12-01,"other","triple sec",35657.39,53504.68,13294,12998.75
2017-12-01,"whiskey","whiskey liqueur",1001187.04,1498205.16,101537,88466.84
2017-12-01,"rum","white rum",357144.46,536068.97,47030,51088.44
2017-12-01,"unknown",NA,64123.87,96189.33,3528,3820.93
2018-01-01,"tequila","100% agave tequila",447623.33,663841.57,25752,18429.85
2018-01-01,"rum","aged dark rum",29672.24,43456.49,2656,2396
2018-01-01,"brandy","american brandies",313942.8,469992.14,69401,39292.02
2018-01-01,"liqueur","american cordials & liqueur",245041.87,368244.07,111144,28005.28
2018-01-01,"liqueur","american cordials & liqueurs",103.92,155.88,12,9
2018-01-01,"other","american distilled spirit specialty",14448.52,21804.99,1621,1192.51
2018-01-01,"gin","american dry gins",159480.26,239354.69,34141,25919.09
2018-01-01,"vodka","american flavored vodka",472721.67,709117.82,73438,50968.53
2018-01-01,"schnapps","american schnapps",328034.81,492140.37,51953,44772.07
2018-01-01,"gin","american sloe gins",1777.76,2666.64,328,328
2018-01-01,"vodka","american vodka",84,126,12,9
2018-01-01,"vodka","american vodkas",2204282.48,3287465.28,390228,353122.48
2018-01-01,"whiskey","blended whiskies",479635.03,719323.95,76125,70651.47
2018-01-01,"whiskey","bottled in bond bourbon",8443.7,12155.53,615,461.25
2018-01-01,"whiskey","canadian whiskies",1784489.6,2674619.48,195827,177319.26
2018-01-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2018-01-01,"cocktail","cocktails /rtd",193934.94,288740.63,26899,41857.1
2018-01-01,"liqueur","coffee liqueurs",101159.18,150158.41,8858,7379.68
2018-01-01,"whiskey","corn whiskies",11824.09,18221.07,829,621.75
2018-01-01,"liqueur","cream liqueurs",364134.26,538314.95,29670,24274.44
2018-01-01,"gin","flavored gin",4972.39,7461.9,675,506.25
2018-01-01,"rum","flavored rum",305842.16,459247.48,33571,31076.68
2018-01-01,"rum","gold rum",63047.43,94801.27,7989,8826.99
2018-01-01,"brandy","imported brandies",432911.83,631967.74,40333,15173.7
2018-01-01,"liqueur","imported cordials & liqueur",2504.88,3708.72,252,123
2018-01-01,"liqueur","imported cordials & liqueurs",386808.35,573930.41,28649,20924.18
2018-01-01,"other","imported distilled spirit specialty",48165.12,70732.61,9425,9331.55
2018-01-01,"other","imported distilled spirits specialty",1147.38,1495.32,42,31.5
2018-01-01,"gin","imported dry gins",187677.58,281792.5,11751,11560.64
2018-01-01,"vodka","imported flavored vodka",251263.68,385404.08,22648,16395.73
2018-01-01,"schnapps","imported schnapps",289474.66,433948.04,25412,23064.57
2018-01-01,"vodka","imported vodka",120,180,6,4.5
2018-01-01,"vodka","imported vodkas",717362.36,1083616.4,54688,56097.92
2018-01-01,"other","iowa distilleries",11268.75,17212.68,494,370.5
2018-01-01,"whiskey","irish whiskies",341987.11,503377.07,19980,16933.31
2018-01-01,"other","mezcal",3618.14,5427.21,231,173.25
2018-01-01,"tequila","mixto tequila",375655.65,541451.61,43068,36076.36
2018-01-01,"other","neutral grain spirits",29960.81,44833.85,3332,2499
2018-01-01,"other","neutral grain spirits flavored",11801.28,17701.92,1034,775.5
2018-01-01,"whiskey","scotch whiskies",238618.29,361691.66,15947,17233.63
2018-01-01,"whiskey","single barrel bourbon whiskies",19408.83,29116.23,995,762.45
2018-01-01,"whiskey","single malt scotch",142003.18,210651.8,4744,3693.43
2018-01-01,"other","special order items",74698.25,109394.04,4987,4852.75
2018-01-01,"rum","spiced rum",1059701.32,1589408.14,110874,103940.84
2018-01-01,"whiskey","straight bourbon whiskies",1009908.45,1504783.36,85528,73759.18
2018-01-01,"whiskey","straight rye whiskies",118153.74,177706.42,6788,5175.65
2018-01-01,"other","temporary & specialty packages",32680.52,48859.21,2243,1739.92
2018-01-01,"whiskey","tennessee whiskies",549716.49,824995.98,39183,28117.35
2018-01-01,"other","triple sec",32751.78,49150.52,12190,11943.25
2018-01-01,"whiskey","whiskey liqueur",780741.66,1167733.93,83049,68889.13
2018-01-01,"rum","white rum",282245.1,423464.72,41074,43012.56
2018-01-01,"unknown",NA,15605.48,23771.27,927,897.44
2018-02-01,"tequila","100% agave tequila",471713.11,699816.83,27969,19946.73
2018-02-01,"rum","aged dark rum",27900.02,40932.93,2426,2278.25
